Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
আমার কাছে ভালো লেগেছে।,1,2,1,2,2
অরিজিনাল।,1,2,2,2,2
খুবই ভালো প্রোডাক্ট।,1,2,2,2,2
"নকল বডি স্প্রে মনে হচ্ছে,",3,2,2,2,2
"ভাল ,ইনটেক প্যাকিং ছিল",2,2,1,2,2
Spray করা যায় না।,2,3,2,2,2
বেশ ভালোই।,1,2,2,2,2
কেউ কিনে প্রতারিত হবেন না!,2,2,2,2,3
আপনারাও নিসন্দেহে কিনতে পারেন,2,2,2,2,1
এটা চকবাজারের তৈরী।,2,2,3,2,2
কিনে টাকা নষ্ট করিয়েন না।,2,2,2,2,3
কোয়ালিটি অনেক ভালো প্রোডাক্টটি অরিজিনাল ছিল,1,2,2,2,2
সেন্টি অনেক ভালো,1,2,2,2,2
প্রডাক্ট কোয়ালিটি নকল।,3,2,2,2,2
আতরগুলো অরিজিনাল।,1,2,2,2,2
ঘ্রাণ দীর্ঘ সময় থাকে।,1,2,2,2,2
Spray করা যায় না।,2,3,2,2,2
প্রোডাক এর গুনগত মান ভালো,1,2,2,2,2
অনেক ভাল একটি আতর।,1,2,2,2,2
ডেলিভারি বেশ দ্রুত পেয়েছি।,2,2,1,2,2
আপনাদের থেকে সেদিন নিয়েছি।,2,2,2,2,2
পজিটিভ রিভিউ,2,2,1,2,2
সত্যিই কাজ করে,2,1,2,2,2
"ফ্র‍্যাগ্র‍্যান্স / স্মেল ভাল,",1,2,2,2,2
"প্রোডাক্টটা ভালো,,,",1,2,2,2,2
ভালো জিনিস,1,2,2,2,2
এই প্রাইজে যথেষ্ট ভাল👍,2,2,2,1,2
খুব শক্ত। স্মুত না,3,2,2,2,2
তাও প্রোডাক্ট খারাপ না..,3,2,2,2,2
খুব শক্ত। স্মুত না,3,2,2,2,2
ফালতু কাজ! বাটপারি সার্ভিস ।,2,2,3,2,2
খুবই ভালো জিনিস।,1,2,2,2,2
এটির হাওয়ার গতি পর্যাপ্ত না।,2,3,2,2,2
খুব কাজের জিনিস,2,1,2,2,2
"ভাল ফ্যান, কোন সমস্যা এখনও হয় নাই।",2,1,2,2,2
এটা ঠিক মত কাজ করে না।,2,3,2,2,2
এই কুলার ব্যবহার করার থেকে ফ্যান ব্যবহার করাও ভালো।,2,3,2,2,2
কেনার দুইদিন পরেই নষ্ট হয়ে গেছে।,2,3,2,2,2
সাধারণ ফ্যানের থেকেও খারাপ সার্ভিস দেয়,2,3,2,2,2
তাই নিশ্চিন্তে ব্যবহারও করতে পারছি,2,1,2,2,2
অফার এ নিয়েছিলাম দাম অনুযায়ী ভাল ।,2,2,2,1,2
প্রোডাক্ট টা কেনার পর থেকে এখনো ভাল সার্ভিস পাচ্ছি,2,1,2,2,2
কোয়ালিটি ও আমার কাছে তেমন ভাল মনে হয়নি,3,2,2,2,2
"আমাকে ভুল প্রডাক্ট দেয়া হয়েছে,,",2,2,3,2,2
এইটা সেট করতে বেশ ঝামেলা মনে হয়েছিল।,2,3,2,2,2
"প্রোডাক্ট টা ব্যবহার করা খুব সহজ, কেনার পর থেকে এটা ব্যবহার করছি। ভাল সার্ভিস পাচ্ছি।",2,1,2,2,2
সুইচ তা একটু লো কোয়ালিটি।,3,2,2,2,2
অনেক বেশি ভাল লেগেছে আমি তাই খুব সন্তুষ্ট।,2,2,1,2,2
এইটার সার্ভিস ভাল দিচ্ছে,2,1,2,2,2
ব্যাবহার করছি আমার অনেক ভাল লাগছে ।,2,1,2,2,2
কাজ করছে মোটামুটি।,2,1,2,2,2
রান্নায় সময় কম লাগে।,2,1,2,2,2
বেশ ভালো লেগেছে,1,1,1,2,2
মার্কেট থেকে দাম কম।,2,2,2,1,2
ছোট এবং সুন্দর।,1,2,2,2,2
কোয়ালিটি ভাল না।,3,2,2,2,2
তবে দাম অনুযাইয়ী অনেক ভাল ।,2,2,2,1,2
প্রোডাক্ট ফিনিশিং ভালো নাহ।,3,2,2,2,2
খুবই সুন্দর প্রডাক্ট।,1,2,2,2,2
যাস্ট টাকার অপচয়,2,2,3,2,2
সেলাই ভালই পড়ে।,1,2,2,2,2
খুব বাজে অবস্থা।,3,3,3,2,2
এত ছোট হ্যান্ডী আর সুন্দর শেলাই হয়।,2,1,2,2,2
প্রোডাক্ট এ জং ফেলা ছিল।,3,2,3,2,2
আইটেম খুব খারাপ অবস্থায় ছিল।,3,2,2,2,2
এমন বাজে প্রোডাক্ট আমি আমার লাইফ এ কখন ও দেখি নাই।,3,2,2,2,2
"কোয়ালিটি বাজে,",3,2,2,2,2
টোটালি ডেমেজ প্রোডাক্ট দিয়া দিছে।,3,2,3,2,2
খুব কমেই ভাল পন্য পেলাম।,2,2,2,1,2
ব্র্যান্ড অনুযায়ী অনেক ভাল এটা।,1,2,2,2,2
ভাল লেগেছে।,1,1,1,2,2
দ্রুত ডেলিভারি পেলাম।,2,2,1,2,2
খুবই ভাল ছিল এক্সপেরিয়েন্স,2,2,1,2,2
সব মিলিয়ে ভাল,2,2,1,2,2
ভাল ছিল জিনিষ টা,1,2,2,2,2
পণ্যের দাম দোকান হতে কম।,2,2,2,1,2
খুবই বাজে প্রোডাক্ট।,3,2,2,2,2
আমি দারাজের উপর হতাশ।,2,2,3,2,2
আপনাদের পোডাক্টের কোয়ালিটি চেক করে সেল দেয়া উচিত।,2,2,3,2,2
৪ প্যাকেট অর্ডার করে বিপদে পড়েছি।,2,2,3,2,2
ভালোই এবং দামেও কম ছিল।,2,2,2,1,2
এই ডাইপার এর শোষণ ক্ষমতা অনেক কম।,1,2,2,2,2
বাচ্চা আরামবোধ করে না।,3,2,2,2,2
কোন পার্শ্ব প্রতিক্রিয়া নেই।,1,2,2,2,2
খুবই ভাল এবং সাস্থ্যকর বেবি প্রোডাক্ট।,1,2,2,2,2
প্রোডাক্ট ভালো ছিল।,1,2,2,2,2
হাগিসের থেকে ভালো প্রোডাক্ট হতে পারেনা।,1,2,2,2,2
"বেবির জন্য প্রোডাক্ট টা খুবই ভাল,",1,2,2,2,2
"অফার ভাল ছিল, প্রডাক্ট ও ভালো",1,2,2,2,2
দেখতে সুন্দর না।,3,2,2,2,2
এটা এক ধরনের প্ররতরনা ৷,2,2,3,2,2
আমি ভোক্তা অধিকার আইনে মামলা করবো ৷,2,2,3,2,2
যেমন আশা করছিলাম তেমন না,3,2,2,2,2
খুবই ভাল ছিল।,1,1,1,2,2
দাম বেশি,2,2,2,3,2
আমি অর্ডার করেছি একটি কিন্তু ওই প্রোডাক্ট আসছে দুটি।,2,2,3,2,2
অন্য প্রোডাক্ট এর বদলে একই কালার দুটি আসছে।,2,2,3,2,2
"আমার এই প্রোডাক্ট টা খুবই পছন্দ হয়েছে,",1,2,2,2,2
এই প্রোডাক্ট এর কোয়ালিটি নিয়ে কোন কমপ্লেইন নেই।,1,2,2,2,2
আমি সত্যিই খুবই হ্যাপি এই প্রোডাক্ট টা ব্যবহার করতে পেরে।,1,2,2,2,2
ফালতু একটা জিনিসের পিছনে টাকা খরচ করলাম।,3,2,2,2,2
মডেল ও ঠিক আছে,1,2,2,2,2
আমি এক মাসেই ভাল ফল পেয়েছি।,2,1,2,2,2
বেস্ট ভ্যালু ফর মানি প্রোডাক্ট।,2,2,2,1,2
আমার মতে খুব ভাল একটা প্রোডাক্ট।,1,2,2,2,2
"সব টাকা জলে গেল,",2,2,2,3,2
ফলাফল টা আশানুরূপ নয়,2,2,3,2,2
আমি খুশি।,2,2,1,2,2
জিনিসটা ভালো লাগলো,1,2,2,2,2
খুবই ভাল৷,1,1,1,2,2
daraz আমার সাথে প্রতারনা করেছে।,2,2,3,2,2
"কালারটাও ঠিক আছে,",1,2,2,2,2
এই দামে এর চেয়ে ভালো আশা করা ঠিক না।,2,2,2,1,2
ডেলিভারী দিতে ৫ দিন বেশি সময় লেগেছে বলে একটু খারাপ লেগেছে।,2,2,3,2,2
1দিন ব্যবহার করেছি তার পর নষ্ট হয়া গেছে।,2,3,2,2,2
অন্য মডেল ডেলিভারি দেয়া হইছে যেটা কাম্য নয়।,2,2,3,2,2
যেটা পাঠাইছেন ওটাও মোটামোটি ভাল লাগছে,1,2,2,2,2
মোটামুটি মানের প্রোডাক্ট,1,2,2,2,2
কম টাকায় খুবই ভালো ট্রিমার।,2,1,2,1,2
টাকাটাই নষ্ট।,2,2,2,3,2
প্রোডাক্ট ঠিক আছে,1,2,2,2,2
আপাতত ভালই যাচ্ছে।,2,1,2,2,2
একদম ফালতু একটা জিনিস।,3,2,2,2,2
প্রাথমিকভাবে আমি স্যাটিসফাইড,2,2,1,2,2
প্রোডাক্ট ভালো তবে ব্যাটারি টার খুঁজে পাওয়া অনেক কষ্ট সাধ্য বিষয় ।,2,1,2,2,2
ট্রিমার এর প্যাকেট টা একদম ইন্টেক পাই নাই।,2,2,3,2,2
দারুন।।।,1,1,1,2,2
প্রাইস অনুযায়ী বেষ্ট।,2,2,2,1,2
এই দামে দারুন জিনিস 👍,2,2,2,1,2
প্রডাক্ট এমনি ভালোই আছে। এটা আমার প্রথম অর্ডার ছিল,1,2,2,2,2
ভালোই লাগলো এই টাকায় নিতে পারেন,2,2,2,1,1
কম টাকায় বেস্ট একটা ট্রিমার।,2,1,2,1,2
ভালো পণ্য দামের তুলনায়।,2,2,2,1,2
ভালই লেগেছে পন্য কিনতে পেরে।,1,2,2,2,2
